instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_category,day_name
193,2011-01-09,Musim Semi,0,1,7,0,0,Hari Libur,Cerah,0.08,0.0909,0.53,0.194,1,5,6,Pagi,Minggu
194,2011-01-09,Musim Semi,0,1,8,0,0,Hari Libur,Cerah,0.1,0.0909,0.49,0.2836,0,10,10,Pagi,Minggu
195,2011-01-09,Musim Semi,0,1,9,0,0,Hari Libur,Cerah,0.12,0.0758,0.46,0.5224,0,19,19,Pagi,Minggu
196,2011-01-09,Musim Semi,0,1,10,0,0,Hari Libur,Cerah,0.14,0.1061,0.43,0.3881,0,49,49,Pagi,Minggu
197,2011-01-09,Musim Semi,0,1,11,0,0,Hari Libur,Cerah,0.16,0.1212,0.4,0.5224,2,47,49,Pagi,Minggu
198,2011-01-09,Musim Semi,0,1,12,0,0,Hari Libur,Cerah,0.18,0.1364,0.37,0.4478,4,79,83,Siang,Minggu
199,2011-01-09,Musim Semi,0,1,13,0,0,Hari Libur,Cerah,0.2,0.1667,0.34,0.4478,6,69,75,Siang,Minggu
200,2011-01-09,Musim Semi,0,1,14,0,0,Hari Libur,Cerah,0.22,0.1818,0.32,0.4627,8,64,72,Siang,Minggu
201,2011-01-09,Musim Semi,0,1,15,0,0,Hari Libur,Cerah,0.22,0.197,0.35,0.3582,5,77,82,Siang,Minggu
202,2011-01-09,Musim Semi,0,1,16,0,0,Hari Libur,Cerah,0.2,0.1667,0.34,0.4478,13,79,92,Siang,Minggu
203,2011-01-09,Musim Semi,0,1,17,0,0,Hari Libur,Cerah,0.18,0.1515,0.37,0.3881,3,59,62,Sore,Minggu
204,2011-01-09,Musim Semi,0,1,18,0,0,Hari Libur,Cerah,0.16,0.1364,0.4,0.3284,4,44,48,Sore,Minggu
205,2011-01-09,Musim Semi,0,1,19,0,0,Hari Libur,Cerah,0.16,0.1364,0.43,0.3284,1,40,41,Sore,Minggu
206,2011-01-09,Musim Semi,0,1,20,0,0,Hari Libur,Cerah,0.14,0.1212,0.46,0.2537,0,38,38,Sore,Minggu
207,2011-01-09,Musim Semi,0,1,21,0,0,Hari Libur,Cerah,0.14,0.1061,0.46,0.4179,1,19,20,Malam,Minggu
208,2011-01-09,Musim Semi,0,1,22,0,0,Hari Libur,Cerah,0.14,0.1212,0.46,0.2985,5,10,15,Malam,Minggu
209,2011-01-09,Musim Semi,0,1,23,0,0,Hari Libur,Cerah,0.12,0.1364,0.5,0.194,0,6,6,Malam,Minggu
210,2011-01-10,Musim Semi,0,1,0,0,1,Hari Kerja,Cerah,0.12,0.1212,0.5,0.2836,2,3,5,Malam,Senin
211,2011-01-10,Musim Semi,0,1,1,0,1,Hari Kerja,Cerah,0.12,0.1212,0.5,0.2836,1,0,1,Malam,Senin
212,2011-01-10,Musim Semi,0,1,2,0,1,Hari Kerja,Cerah,0.12,0.1212,0.5,0.2239,0,3,3,Malam,Senin
213,2011-01-10,Musim Semi,0,1,3,0,1,Hari Kerja,Cerah,0.12,0.1212,0.5,0.2239,0,1,1,Malam,Senin
214,2011-01-10,Musim Semi,0,1,4,0,1,Hari Kerja,Cerah,0.1,0.1212,0.54,0.1343,1,2,3,Malam,Senin
215,2011-01-10,Musim Semi,0,1,5,0,1,Hari Kerja,Cerah,0.1,0.1061,0.54,0.2537,0,3,3,Pagi,Senin
216,2011-01-10,Musim Semi,0,1,6,0,1,Hari Kerja,Cerah,0.12,0.1212,0.5,0.2836,0,31,31,Pagi,Senin
217,2011-01-10,Musim Semi,0,1,7,0,1,Hari Kerja,Cerah,0.12,0.1212,0.5,0.2239,2,75,77,Pagi,Senin
218,2011-01-10,Musim Semi,0,1,8,0,1,Hari Kerja,Berawan,0.12,0.1212,0.5,0.2836,4,184,188,Pagi,Senin
219,2011-01-10,Musim Semi,0,1,9,0,1,Hari Kerja,Berawan,0.14,0.1212,0.5,0.2537,2,92,94,Pagi,Senin
220,2011-01-10,Musim Semi,0,1,10,0,1,Hari Kerja,Berawan,0.14,0.1212,0.5,0.2985,0,31,31,Pagi,Senin
221,2011-01-10,Musim Semi,0,1,11,0,1,Hari Kerja,Berawan,0.16,0.1364,0.47,0.2836,2,28,30,Pagi,Senin
222,2011-01-10,Musim Semi,0,1,12,0,1,Hari Kerja,Berawan,0.2,0.1818,0.4,0.2836,5,47,52,Siang,Senin
223,2011-01-10,Musim Semi,0,1,13,0,1,Hari Kerja,Berawan,0.2,0.1818,0.4,0.2836,4,50,54,Siang,Senin
224,2011-01-10,Musim Semi,0,1,14,0,1,Hari Kerja,Berawan,0.2,0.197,0.4,0.2239,0,47,47,Siang,Senin
225,2011-01-10,Musim Semi,0,1,15,0,1,Hari Kerja,Berawan,0.2,0.197,0.4,0.2239,2,43,45,Siang,Senin
226,2011-01-10,Musim Semi,0,1,16,0,1,Hari Kerja,Cerah,0.2,0.2121,0.4,0.1343,4,70,74,Siang,Senin
227,2011-01-10,Musim Semi,0,1,17,0,1,Hari Kerja,Cerah,0.2,0.2273,0.4,0.1045,4,174,178,Sore,Senin
228,2011-01-10,Musim Semi,0,1,18,0,1,Hari Kerja,Cerah,0.2,0.197,0.4,0.2239,1,154,155,Sore,Senin
229,2011-01-10,Musim Semi,0,1,19,0,1,Hari Kerja,Cerah,0.16,0.1667,0.47,0.1642,3,92,95,Sore,Senin
230,2011-01-10,Musim Semi,0,1,20,0,1,Hari Kerja,Cerah,0.16,0.1667,0.5,0.1642,1,73,74,Sore,Senin
231,2011-01-10,Musim Semi,0,1,21,0,1,Hari Kerja,Cerah,0.14,0.1364,0.59,0.194,1,37,38,Malam,Senin
232,2011-01-10,Musim Semi,0,1,22,0,1,Hari Kerja,Cerah,0.14,0.1515,0.59,0.1642,2,22,24,Malam,Senin
233,2011-01-10,Musim Semi,0,1,23,0,1,Hari Kerja,Cerah,0.14,0.1515,0.59,0.1642,0,18,18,Malam,Senin
234,2011-01-11,Musim Semi,0,1,0,0,2,Hari Kerja,Cerah,0.14,0.1667,0.59,0.1045,2,10,12,Malam,Selasa
235,2011-01-11,Musim Semi,0,1,1,0,2,Hari Kerja,Cerah,0.14,0.1515,0.59,0.1642,0,3,3,Malam,Selasa
236,2011-01-11,Musim Semi,0,1,2,0,2,Hari Kerja,Berawan,0.16,0.1515,0.55,0.194,0,3,3,Malam,Selasa
237,2011-01-11,Musim Semi,0,1,5,0,2,Hari Kerja,Berawan,0.16,0.1818,0.55,0.1343,0,6,6,Pagi,Selasa
238,2011-01-11,Musim Semi,0,1,6,0,2,Hari Kerja,Berawan,0.16,0.1818,0.55,0.1343,0,27,27,Pagi,Selasa
239,2011-01-11,Musim Semi,0,1,7,0,2,Hari Kerja,Berawan,0.16,0.2273,0.55,0.0,2,97,99,Pagi,Selasa
240,2011-01-11,Musim Semi,0,1,8,0,2,Hari Kerja,Berawan,0.18,0.2121,0.51,0.0896,3,214,217,Pagi,Selasa
241,2011-01-11,Musim Semi,0,1,9,0,2,Hari Kerja,Berawan,0.18,0.197,0.51,0.1642,3,127,130,Pagi,Selasa
242,2011-01-11,Musim Semi,0,1,10,0,2,Hari Kerja,Berawan,0.2,0.2121,0.51,0.1642,3,51,54,Pagi,Selasa
243,2011-01-11,Musim Semi,0,1,11,0,2,Hari Kerja,Berawan,0.2,0.2121,0.47,0.1343,4,31,35,Pagi,Selasa
244,2011-01-11,Musim Semi,0,1,12,0,2,Hari Kerja,Berawan,0.2,0.2273,0.51,0.1045,2,55,57,Siang,Selasa
245,2011-01-11,Musim Semi,0,1,13,0,2,Hari Kerja,Berawan,0.2,0.2273,0.59,0.0896,6,46,52,Siang,Selasa
246,2011-01-11,Musim Semi,0,1,14,0,2,Hari Kerja,Berawan,0.2,0.2273,0.59,0.0896,3,60,63,Siang,Selasa
247,2011-01-11,Musim Semi,0,1,15,0,2,Hari Kerja,Berawan,0.16,0.197,0.8,0.0896,2,45,47,Siang,Selasa
248,2011-01-11,Musim Semi,0,1,16,0,2,Hari Kerja,Berawan,0.16,0.1515,0.86,0.2239,4,72,76,Siang,Selasa
249,2011-01-11,Musim Semi,0,1,17,0,2,Hari Kerja,Berawan,0.16,0.1515,0.86,0.2239,6,130,136,Sore,Selasa
250,2011-01-11,Musim Semi,0,1,18,0,2,Hari Kerja,Hujan ringan,0.16,0.1818,0.93,0.1045,1,94,95,Sore,Selasa
251,2011-01-11,Musim Semi,0,1,19,0,2,Hari Kerja,Hujan ringan,0.16,0.2273,0.93,0.0,0,51,51,Sore,Selasa
252,2011-01-11,Musim Semi,0,1,20,0,2,Hari Kerja,Hujan ringan,0.16,0.1515,0.93,0.194,0,32,32,Sore,Selasa
253,2011-01-11,Musim Semi,0,1,21,0,2,Hari Kerja,Hujan ringan,0.16,0.197,0.86,0.0896,0,20,20,Malam,Selasa
254,2011-01-11,Musim Semi,0,1,22,0,2,Hari Kerja,Hujan ringan,0.16,0.1818,0.93,0.1045,1,28,29,Malam,Selasa
255,2011-01-11,Musim Semi,0,1,23,0,2,Hari Kerja,Hujan ringan,0.16,0.197,0.93,0.0896,1,18,19,Malam,Selasa
256,2011-01-12,Musim Semi,0,1,0,0,3,Hari Kerja,Berawan,0.16,0.197,0.86,0.0896,0,7,7,Malam,Rabu
257,2011-01-12,Musim Semi,0,1,1,0,3,Hari Kerja,Berawan,0.16,0.1818,0.86,0.1045,0,6,6,Malam,Rabu
258,2011-01-12,Musim Semi,0,1,2,0,3,Hari Kerja,Cerah,0.14,0.1515,0.86,0.1343,0,1,1,Malam,Rabu
259,2011-01-12,Musim Semi,0,1,5,0,3,Hari Kerja,Cerah,0.14,0.1515,0.86,0.1642,0,5,5,Pagi,Rabu
260,2011-01-12,Musim Semi,0,1,6,0,3,Hari Kerja,Cerah,0.12,0.1515,0.93,0.1343,0,16,16,Pagi,Rabu
261,2011-01-12,Musim Semi,0,1,7,0,3,Hari Kerja,Cerah,0.14,0.1515,0.69,0.1343,0,54,54,Pagi,Rabu
262,2011-01-12,Musim Semi,0,1,8,0,3,Hari Kerja,Cerah,0.16,0.1667,0.59,0.1642,3,125,128,Pagi,Rabu
263,2011-01-12,Musim Semi,0,1,9,0,3,Hari Kerja,Cerah,0.16,0.1364,0.59,0.3284,3,78,81,Pagi,Rabu
264,2011-01-12,Musim Semi,0,1,10,0,3,Hari Kerja,Cerah,0.18,0.1818,0.55,0.2239,0,39,39,Pagi,Rabu
265,2011-01-12,Musim Semi,0,1,11,0,3,Hari Kerja,Cerah,0.2,0.1818,0.51,0.3881,3,32,35,Pagi,Rabu
266,2011-01-12,Musim Semi,0,1,12,0,3,Hari Kerja,Cerah,0.2,0.1515,0.47,0.5821,3,52,55,Siang,Rabu
267,2011-01-12,Musim Semi,0,1,13,0,3,Hari Kerja,Cerah,0.22,0.197,0.44,0.3582,0,49,49,Siang,Rabu
268,2011-01-12,Musim Semi,0,1,14,0,3,Hari Kerja,Cerah,0.2,0.1818,0.47,0.3284,0,44,44,Siang,Rabu
269,2011-01-12,Musim Semi,0,1,15,0,3,Hari Kerja,Cerah,0.2,0.1667,0.47,0.4179,1,48,49,Siang,Rabu
270,2011-01-12,Musim Semi,0,1,16,0,3,Hari Kerja,Cerah,0.22,0.197,0.44,0.3284,5,63,68,Siang,Rabu
271,2011-01-12,Musim Semi,0,1,17,0,3,Hari Kerja,Cerah,0.2,0.1818,0.47,0.3582,0,139,139,Sore,Rabu
272,2011-01-12,Musim Semi,0,1,18,0,3,Hari Kerja,Cerah,0.2,0.1515,0.47,0.5224,2,135,137,Sore,Rabu
273,2011-01-12,Musim Semi,0,1,19,0,3,Hari Kerja,Cerah,0.18,0.1515,0.47,0.4179,1,82,83,Sore,Rabu
274,2011-01-12,Musim Semi,0,1,20,0,3,Hari Kerja,Cerah,0.16,0.1364,0.5,0.3284,2,54,56,Sore,Rabu
275,2011-01-12,Musim Semi,0,1,21,0,3,Hari Kerja,Cerah,0.16,0.1364,0.55,0.3284,0,57,57,Malam,Rabu
276,2011-01-12,Musim Semi,0,1,22,0,3,Hari Kerja,Cerah,0.16,0.1212,0.55,0.4478,1,32,33,Malam,Rabu
277,2011-01-12,Musim Semi,0,1,23,0,3,Hari Kerja,Cerah,0.14,0.1061,0.59,0.4179,1,19,20,Malam,Rabu
278,2011-01-13,Musim Semi,0,1,0,0,4,Hari Kerja,Cerah,0.14,0.1212,0.59,0.2836,1,6,7,Malam,Kamis
279,2011-01-13,Musim Semi,0,1,1,0,4,Hari Kerja,Cerah,0.14,0.1212,0.5,0.2836,0,2,2,Malam,Kamis
280,2011-01-13,Musim Semi,0,1,2,0,4,Hari Kerja,Cerah,0.14,0.1212,0.5,0.3582,0,2,2,Malam,Kamis
281,2011-01-13,Musim Semi,0,1,3,0,4,Hari Kerja,Cerah,0.14,0.1212,0.5,0.3284,0,3,3,Malam,Kamis
282,2011-01-13,Musim Semi,0,1,4,0,4,Hari Kerja,Cerah,0.14,0.1212,0.5,0.2537,0,4,4,Malam,Kamis
283,2011-01-13,Musim Semi,0,1,5,0,4,Hari Kerja,Cerah,0.14,0.1212,0.5,0.2985,0,3,3,Pagi,Kamis
284,2011-01-13,Musim Semi,0,1,6,0,4,Hari Kerja,Cerah,0.12,0.1515,0.54,0.1343,0,28,28,Pagi,Kamis
285,2011-01-13,Musim Semi,0,1,7,0,4,Hari Kerja,Cerah,0.12,0.1515,0.54,0.1343,0,72,72,Pagi,Kamis
286,2011-01-13,Musim Semi,0,1,8,0,4,Hari Kerja,Cerah,0.14,0.1364,0.5,0.194,5,197,202,Pagi,Kamis
287,2011-01-13,Musim Semi,0,1,9,0,4,Hari Kerja,Cerah,0.14,0.1212,0.5,0.3284,2,137,139,Pagi,Kamis
288,2011-01-13,Musim Semi,0,1,10,0,4,Hari Kerja,Berawan,0.16,0.1364,0.5,0.3582,2,36,38,Pagi,Kamis
289,2011-01-13,Musim Semi,0,1,11,0,4,Hari Kerja,Berawan,0.2,0.1667,0.44,0.4478,4,33,37,Pagi,Kamis
290,2011-01-13,Musim Semi,0,1,12,0,4,Hari Kerja,Cerah,0.2,0.1667,0.44,0.4179,3,49,52,Siang,Kamis
291,2011-01-13,Musim Semi,0,1,13,0,4,Hari Kerja,Cerah,0.22,0.197,0.41,0.4478,2,81,83,Siang,Kamis
292,2011-01-13,Musim Semi,0,1,14,0,4,Hari Kerja,Cerah,0.22,0.197,0.41,0.3881,3,39,42,Siang,Kamis
293,2011-01-13,Musim Semi,0,1,15,0,4,Hari Kerja,Cerah,0.24,0.2121,0.38,0.2985,5,55,60,Siang,Kamis
294,2011-01-13,Musim Semi,0,1,16,0,4,Hari Kerja,Cerah,0.24,0.2121,0.38,0.3582,2,76,78,Siang,Kamis
295,2011-01-13,Musim Semi,0,1,17,0,4,Hari Kerja,Cerah,0.2,0.1818,0.4,0.2836,4,158,162,Sore,Kamis
296,2011-01-13,Musim Semi,0,1,18,0,4,Hari Kerja,Cerah,0.2,0.1818,0.4,0.3284,3,141,144,Sore,Kamis
297,2011-01-13,Musim Semi,0,1,19,0,4,Hari Kerja,Cerah,0.16,0.1515,0.47,0.2537,1,98,99,Sore,Kamis
298,2011-01-13,Musim Semi,0,1,20,0,4,Hari Kerja,Cerah,0.16,0.1515,0.47,0.2239,0,64,64,Sore,Kamis
299,2011-01-13,Musim Semi,0,1,21,0,4,Hari Kerja,Cerah,0.14,0.1212,0.46,0.2985,0,40,40,Malam,Kamis
300,2011-01-13,Musim Semi,0,1,22,0,4,Hari Kerja,Cerah,0.14,0.1212,0.46,0.3284,0,30,30,Malam,Kamis
301,2011-01-13,Musim Semi,0,1,23,0,4,Hari Kerja,Cerah,0.12,0.1364,0.5,0.194,1,14,15,Malam,Kamis
302,2011-01-14,Musim Semi,0,1,0,0,5,Hari Kerja,Cerah,0.12,0.1364,0.5,0.194,0,14,14,Malam,Jumat
303,2011-01-14,Musim Semi,0,1,1,0,5,Hari Kerja,Cerah,0.1,0.1212,0.54,0.1642,0,5,5,Malam,Jumat
304,2011-01-14,Musim Semi,0,1,2,0,5,Hari Kerja,Cerah,0.1,0.1212,0.54,0.1343,0,1,1,Malam,Jumat
305,2011-01-14,Musim Semi,0,1,3,0,5,Hari Kerja,Cerah,0.1,0.1364,0.54,0.1045,0,1,1,Malam,Jumat
306,2011-01-14,Musim Semi,0,1,5,0,5,Hari Kerja,Cerah,0.1,0.1364,0.54,0.0896,0,8,8,Pagi,Jumat
307,2011-01-14,Musim Semi,0,1,6,0,5,Hari Kerja,Cerah,0.1,0.1818,0.54,0.0,0,17,17,Pagi,Jumat
308,2011-01-14,Musim Semi,0,1,7,0,5,Hari Kerja,Cerah,0.1,0.1212,0.74,0.1642,0,70,70,Pagi,Jumat
309,2011-01-14,Musim Semi,0,1,8,0,5,Hari Kerja,Cerah,0.12,0.1667,0.68,0.0,2,156,158,Pagi,Jumat
310,2011-01-14,Musim Semi,0,1,9,0,5,Hari Kerja,Cerah,0.14,0.1515,0.69,0.1343,0,117,117,Pagi,Jumat
311,2011-01-14,Musim Semi,0,1,10,0,5,Hari Kerja,Cerah,0.18,0.1818,0.55,0.194,4,40,44,Pagi,Jumat
312,2011-01-14,Musim Semi,0,1,11,0,5,Hari Kerja,Cerah,0.18,0.1667,0.51,0.2836,6,47,53,Pagi,Jumat
313,2011-01-14,Musim Semi,0,1,12,0,5,Hari Kerja,Cerah,0.2,0.197,0.44,0.2537,2,59,61,Siang,Jumat
314,2011-01-14,Musim Semi,0,1,13,0,5,Hari Kerja,Cerah,0.22,0.197,0.37,0.3881,4,73,77,Siang,Jumat
315,2011-01-14,Musim Semi,0,1,14,0,5,Hari Kerja,Cerah,0.22,0.2121,0.41,0.2836,5,59,64,Siang,Jumat
316,2011-01-14,Musim Semi,0,1,15,0,5,Hari Kerja,Cerah,0.24,0.2424,0.38,0.1642,9,59,68,Siang,Jumat
317,2011-01-14,Musim Semi,0,1,16,0,5,Hari Kerja,Cerah,0.22,0.2424,0.41,0.1045,3,87,90,Siang,Jumat
318,2011-01-14,Musim Semi,0,1,17,0,5,Hari Kerja,Cerah,0.22,0.2273,0.41,0.1642,4,155,159,Sore,Jumat
319,2011-01-14,Musim Semi,0,1,18,0,5,Hari Kerja,Cerah,0.2,0.2576,0.47,0.0,5,134,139,Sore,Jumat
320,2011-01-14,Musim Semi,0,1,19,0,5,Hari Kerja,Cerah,0.16,0.197,0.59,0.0896,3,89,92,Sore,Jumat
321,2011-01-14,Musim Semi,0,1,20,0,5,Hari Kerja,Cerah,0.18,0.2424,0.59,0.0,0,68,68,Sore,Jumat
322,2011-01-14,Musim Semi,0,1,21,0,5,Hari Kerja,Cerah,0.16,0.2273,0.69,0.0,4,48,52,Malam,Jumat
323,2011-01-14,Musim Semi,0,1,22,0,5,Hari Kerja,Berawan,0.16,0.2273,0.69,0.0,2,34,36,Malam,Jumat
324,2011-01-14,Musim Semi,0,1,23,0,5,Hari Kerja,Berawan,0.18,0.2424,0.55,0.0,1,26,27,Malam,Jumat
325,2011-01-15,Musim Semi,0,1,0,0,6,Hari Libur,Cerah,0.18,0.2424,0.55,0.0,3,25,28,Malam,Sabtu
326,2011-01-15,Musim Semi,0,1,1,0,6,Hari Libur,Berawan,0.16,0.197,0.59,0.0896,2,18,20,Malam,Sabtu
327,2011-01-15,Musim Semi,0,1,2,0,6,Hari Libur,Berawan,0.16,0.197,0.59,0.0896,0,12,12,Malam,Sabtu
328,2011-01-15,Musim Semi,0,1,3,0,6,Hari Libur,Berawan,0.16,0.2273,0.59,0.0,1,7,8,Malam,Sabtu
329,2011-01-15,Musim Semi,0,1,4,0,6,Hari Libur,Berawan,0.16,0.2273,0.59,0.0,0,5,5,Malam,Sabtu
330,2011-01-15,Musim Semi,0,1,5,0,6,Hari Libur,Cerah,0.16,0.2273,0.59,0.0,0,1,1,Pagi,Sabtu
331,2011-01-15,Musim Semi,0,1,6,0,6,Hari Libur,Cerah,0.14,0.1667,0.63,0.1045,1,2,3,Pagi,Sabtu
332,2011-01-15,Musim Semi,0,1,7,0,6,Hari Libur,Cerah,0.14,0.2121,0.63,0.0,1,9,10,Pagi,Sabtu
333,2011-01-15,Musim Semi,0,1,8,0,6,Hari Libur,Cerah,0.14,0.1515,0.63,0.1343,1,22,23,Pagi,Sabtu
334,2011-01-15,Musim Semi,0,1,9,0,6,Hari Libur,Cerah,0.16,0.1818,0.64,0.1343,2,31,33,Pagi,Sabtu
335,2011-01-15,Musim Semi,0,1,10,0,6,Hari Libur,Cerah,0.18,0.197,0.59,0.1642,2,57,59,Pagi,Sabtu
336,2011-01-15,Musim Semi,0,1,11,0,6,Hari Libur,Cerah,0.2,0.197,0.55,0.2239,18,54,72,Pagi,Sabtu
337,2011-01-15,Musim Semi,0,1,12,0,6,Hari Libur,Cerah,0.24,0.2273,0.48,0.2239,15,74,89,Siang,Sabtu
338,2011-01-15,Musim Semi,0,1,13,0,6,Hari Libur,Cerah,0.28,0.2576,0.38,0.2985,21,80,101,Siang,Sabtu
339,2011-01-15,Musim Semi,0,1,14,0,6,Hari Libur,Cerah,0.3,0.2879,0.39,0.2836,26,92,118,Siang,Sabtu
340,2011-01-15,Musim Semi,0,1,15,0,6,Hari Libur,Berawan,0.32,0.3182,0.36,0.194,21,108,129,Siang,Sabtu
341,2011-01-15,Musim Semi,0,1,16,0,6,Hari Libur,Berawan,0.34,0.3333,0.34,0.194,33,95,128,Siang,Sabtu
342,2011-01-15,Musim Semi,0,1,17,0,6,Hari Libur,Berawan,0.32,0.303,0.36,0.2836,29,54,83,Sore,Sabtu
343,2011-01-15,Musim Semi,0,1,18,0,6,Hari Libur,Berawan,0.3,0.2879,0.45,0.2537,15,69,84,Sore,Sabtu
344,2011-01-15,Musim Semi,0,1,19,0,6,Hari Libur,Berawan,0.32,0.303,0.39,0.2537,14,60,74,Sore,Sabtu
345,2011-01-15,Musim Semi,0,1,20,0,6,Hari Libur,Berawan,0.32,0.303,0.39,0.2537,6,35,41,Sore,Sabtu
346,2011-01-15,Musim Semi,0,1,21,0,6,Hari Libur,Berawan,0.32,0.303,0.39,0.2239,6,51,57,Malam,Sabtu
347,2011-01-15,Musim Semi,0,1,22,0,6,Hari Libur,Berawan,0.3,0.3182,0.42,0.1045,0,26,26,Malam,Sabtu
348,2011-01-15,Musim Semi,0,1,23,0,6,Hari Libur,Cerah,0.3,0.2879,0.45,0.2836,5,39,44,Malam,Sabtu
349,2011-01-16,Musim Semi,0,1,0,0,0,Hari Libur,Cerah,0.26,0.303,0.56,0.0,6,33,39,Malam,Minggu
350,2011-01-16,Musim Semi,0,1,1,0,0,Hari Libur,Cerah,0.26,0.2727,0.56,0.1343,4,19,23,Malam,Minggu
351,2011-01-16,Musim Semi,0,1,2,0,0,Hari Libur,Cerah,0.26,0.2879,0.56,0.0896,3,13,16,Malam,Minggu
352,2011-01-16,Musim Semi,0,1,3,0,0,Hari Libur,Cerah,0.22,0.2727,0.69,0.0,9,6,15,Malam,Minggu
353,2011-01-16,Musim Semi,0,1,4,0,0,Hari Libur,Cerah,0.26,0.2576,0.56,0.1642,0,1,1,Malam,Minggu
354,2011-01-16,Musim Semi,0,1,5,0,0,Hari Libur,Berawan,0.26,0.2576,0.56,0.1642,1,1,2,Pagi,Minggu
355,2011-01-16,Musim Semi,0,1,6,0,0,Hari Libur,Berawan,0.26,0.2576,0.56,0.1642,0,1,1,Pagi,Minggu
356,2011-01-16,Musim Semi,0,1,7,0,0,Hari Libur,Berawan,0.24,0.2121,0.56,0.2985,0,3,3,Pagi,Minggu
357,2011-01-16,Musim Semi,0,1,8,0,0,Hari Libur,Cerah,0.22,0.2121,0.55,0.2836,0,18,18,Pagi,Minggu
358,2011-01-16,Musim Semi,0,1,9,0,0,Hari Libur,Cerah,0.22,0.2121,0.51,0.2537,3,29,32,Pagi,Minggu
359,2011-01-16,Musim Semi,0,1,10,0,0,Hari Libur,Cerah,0.22,0.2121,0.51,0.2836,8,71,79,Pagi,Minggu
360,2011-01-16,Musim Semi,0,1,11,0,0,Hari Libur,Cerah,0.24,0.2273,0.44,0.2537,23,70,93,Pagi,Minggu
361,2011-01-16,Musim Semi,0,1,12,0,0,Hari Libur,Cerah,0.24,0.2121,0.41,0.2836,29,75,104,Siang,Minggu
362,2011-01-16,Musim Semi,0,1,13,0,0,Hari Libur,Cerah,0.26,0.2273,0.35,0.2985,23,95,118,Siang,Minggu
363,2011-01-16,Musim Semi,0,1,14,0,0,Hari Libur,Cerah,0.28,0.2727,0.36,0.2537,22,69,91,Siang,Minggu
364,2011-01-16,Musim Semi,0,1,15,0,0,Hari Libur,Cerah,0.26,0.2424,0.38,0.2537,35,78,113,Siang,Minggu
365,2011-01-16,Musim Semi,0,1,16,0,0,Hari Libur,Cerah,0.24,0.2273,0.38,0.2239,22,77,99,Siang,Minggu
366,2011-01-16,Musim Semi,0,1,17,0,0,Hari Libur,Cerah,0.22,0.2121,0.37,0.2537,23,82,105,Sore,Minggu
367,2011-01-16,Musim Semi,0,1,18,0,0,Hari Libur,Cerah,0.2,0.2121,0.4,0.1642,11,56,67,Sore,Minggu
368,2011-01-16,Musim Semi,0,1,19,0,0,Hari Libur,Cerah,0.18,0.197,0.47,0.1343,14,47,61,Sore,Minggu
369,2011-01-16,Musim Semi,0,1,20,0,0,Hari Libur,Cerah,0.18,0.197,0.47,0.1642,7,50,57,Sore,Minggu
370,2011-01-16,Musim Semi,0,1,21,0,0,Hari Libur,Cerah,0.18,0.197,0.51,0.1642,6,22,28,Malam,Minggu
371,2011-01-16,Musim Semi,0,1,22,0,0,Hari Libur,Berawan,0.2,0.2121,0.49,0.1343,2,19,21,Malam,Minggu
372,2011-01-16,Musim Semi,0,1,23,0,0,Hari Libur,Berawan,0.2,0.2273,0.4,0.1045,0,18,18,Malam,Minggu
373,2011-01-17,Musim Semi,0,1,0,1,1,Hari Libur,Berawan,0.2,0.197,0.47,0.2239,1,16,17,Malam,Senin
374,2011-01-17,Musim Semi,0,1,1,1,1,Hari Libur,Berawan,0.2,0.197,0.44,0.194,1,15,16,Malam,Senin
375,2011-01-17,Musim Semi,0,1,2,1,1,Hari Libur,Berawan,0.18,0.1667,0.43,0.2537,0,8,8,Malam,Senin
376,2011-01-17,Musim Semi,0,1,3,1,1,Hari Libur,Berawan,0.18,0.1818,0.43,0.194,0,2,2,Malam,Senin
377,2011-01-17,Musim Semi,0,1,4,1,1,Hari Libur,Berawan,0.18,0.197,0.43,0.1343,1,2,3,Malam,Senin
378,2011-01-17,Musim Semi,0,1,5,1,1,Hari Libur,Berawan,0.18,0.197,0.43,0.1642,0,1,1,Pagi,Senin
379,2011-01-17,Musim Semi,0,1,6,1,1,Hari Libur,Berawan,0.18,0.1818,0.43,0.194,0,5,5,Pagi,Senin
380,2011-01-17,Musim Semi,0,1,7,1,1,Hari Libur,Berawan,0.16,0.1818,0.5,0.1343,4,9,13,Pagi,Senin
381,2011-01-17,Musim Semi,0,1,8,1,1,Hari Libur,Berawan,0.16,0.1515,0.47,0.2239,3,30,33,Pagi,Senin
382,2011-01-17,Musim Semi,0,1,9,1,1,Hari Libur,Berawan,0.16,0.1515,0.47,0.2239,8,39,47,Pagi,Senin
383,2011-01-17,Musim Semi,0,1,10,1,1,Hari Libur,Berawan,0.16,0.1515,0.5,0.2537,7,50,57,Pagi,Senin
384,2011-01-17,Musim Semi,0,1,11,1,1,Hari Libur,Berawan,0.16,0.1515,0.55,0.194,9,55,64,Pagi,Senin
385,2011-01-17,Musim Semi,0,1,12,1,1,Hari Libur,Berawan,0.18,0.197,0.47,0.1343,10,70,80,Siang,Senin
386,2011-01-17,Musim Semi,0,1,13,1,1,Hari Libur,Berawan,0.18,0.197,0.47,0.1343,13,80,93,Siang,Senin
